Local time,Open,High,Low,Close,Volume
17.10.2024 02:00:00.000 GMT+0200,5833.427,5833.499,5832.517,5832.719,0.0375
17.10.2024 02:01:00.000 GMT+0200,5832.457,5832.457,5831.347,5831.714,0.0201
17.10.2024 02:02:00.000 GMT+0200,5831.591,5832.267,5831.476,5831.973,0.0134
17.10.2024 02:03:00.000 GMT+0200,5831.714,5832.217,5831.711,5831.723,0.0201
17.10.2024 02:04:00.000 GMT+0200,5831.973,5832.719,5831.720,5832.463,0.0161
17.10.2024 02:05:00.000 GMT+0200,5832.590,5832.596,5832.220,5832.466,0.006
17.10.2024 02:06:00.000 GMT+0200,5832.444,5832.444,5831.954,5832.080,0.0114
17.10.2024 02:07:00.000 GMT+0200,5831.954,5832.757,5831.954,5832.454,0.0147
17.10.2024 02:08:00.000 GMT+0200,5832.216,5832.216,5831.461,5831.767,0.0074
17.10.2024 02:09:00.000 GMT+0200,5831.476,5831.476,5830.971,5830.971,0.0121
17.10.2024 02:10:00.000 GMT+0200,5830.917,5831.287,5830.487,5830.980,0.0147
17.10.2024 02:11:00.000 GMT+0200,5831.009,5831.262,5830.636,5831.262,0.0114
17.10.2024 02:12:00.000 GMT+0200,5831.057,5831.057,5828.337,5828.521,0.0201
17.10.2024 02:13:00.000 GMT+0200,5828.786,5830.757,5828.786,5830.501,0.0194
17.10.2024 02:14:00.000 GMT+0200,5830.257,5830.272,5830.011,5830.029,0.008
17.10.2024 02:15:00.000 GMT+0200,5829.776,5830.026,5829.409,5829.996,0.0141
17.10.2024 02:16:00.000 GMT+0200,5829.731,5829.752,5828.386,5828.506,0.0188
17.10.2024 02:17:00.000 GMT+0200,5828.383,5829.752,5827.754,5829.752,0.0241
17.10.2024 02:18:00.000 GMT+0200,5829.617,5830.492,5829.481,5830.492,0.0087
17.10.2024 02:19:00.000 GMT+0200,5830.739,5831.037,5830.234,5831.037,0.0181
17.10.2024 02:20:00.000 GMT+0200,5830.739,5831.236,5830.721,5830.983,0.0168
17.10.2024 02:21:00.000 GMT+0200,5831.109,5831.236,5830.974,5830.974,0.004
17.10.2024 02:22:00.000 GMT+0200,5831.100,5831.242,5830.971,5831.037,0.0168
17.10.2024 02:23:00.000 GMT+0200,5831.109,5831.157,5830.971,5830.971,0.0054
17.10.2024 02:24:00.000 GMT+0200,5830.973,5831.277,5830.973,5830.982,0.0054
17.10.2024 02:25:00.000 GMT+0200,5831.223,5831.966,5830.961,5831.704,0.0107
17.10.2024 02:26:00.000 GMT+0200,5831.581,5832.222,5831.226,5831.710,0.0154
17.10.2024 02:27:00.000 GMT+0200,5831.897,5832.267,5831.581,5832.201,0.0114
17.10.2024 02:28:00.000 GMT+0200,5832.209,5832.212,5831.944,5832.212,0.0067
17.10.2024 02:29:00.000 GMT+0200,5832.444,5833.257,5832.194,5833.200,0.0121
17.10.2024 02:30:00.000 GMT+0200,5833.321,5835.692,5833.200,5833.920,0.0375
17.10.2024 02:31:00.000 GMT+0200,5834.041,5834.423,5833.544,5833.689,0.0342
17.10.2024 02:32:00.000 GMT+0200,5833.427,5833.914,5832.684,5832.684,0.0214
17.10.2024 02:33:00.000 GMT+0200,5832.557,5833.449,5832.449,5833.202,0.0161
17.10.2024 02:34:00.000 GMT+0200,5833.314,5833.737,5832.934,5833.171,0.0168
17.10.2024 02:35:00.000 GMT+0200,5832.997,5833.487,5832.952,5832.952,0.0121
17.10.2024 02:36:00.000 GMT+0200,5832.804,5832.952,5832.564,5832.684,0.0141
17.10.2024 02:37:00.000 GMT+0200,5832.997,5833.301,5832.997,5833.187,0.0027
17.10.2024 02:38:00.000 GMT+0200,5833.436,5833.436,5832.684,5832.937,0.0154
17.10.2024 02:39:00.000 GMT+0200,5833.187,5833.436,5832.997,5833.436,0.0033
17.10.2024 02:40:00.000 GMT+0200,5833.307,5833.929,5833.199,5833.437,0.0114
17.10.2024 02:41:00.000 GMT+0200,5833.551,5834.182,5833.174,5833.430,0.0188
17.10.2024 02:42:00.000 GMT+0200,5833.303,5833.439,5832.924,5833.439,0.0054
17.10.2024 02:43:00.000 GMT+0200,5833.607,5833.987,5833.424,5833.560,0.0107
17.10.2024 02:44:00.000 GMT+0200,5833.443,5833.930,5833.190,5833.696,0.0154
17.10.2024 02:45:00.000 GMT+0200,5833.572,5833.702,5832.940,5833.187,0.0134
17.10.2024 02:46:00.000 GMT+0200,5833.079,5833.079,5832.706,5832.706,0.01
17.10.2024 02:47:00.000 GMT+0200,5832.829,5833.247,5832.829,5832.972,0.004
17.10.2024 02:48:00.000 GMT+0200,5832.887,5833.212,5832.887,5832.969,0.0047
17.10.2024 02:49:00.000 GMT+0200,5832.842,5833.196,5832.697,5832.953,0.0107
17.10.2024 02:50:00.000 GMT+0200,5833.079,5833.199,5832.703,5832.950,0.0147
17.10.2024 02:51:00.000 GMT+0200,5833.082,5833.190,5832.691,5832.962,0.01
17.10.2024 02:52:00.000 GMT+0200,5832.814,5833.191,5832.814,5833.191,0.0054
17.10.2024 02:53:00.000 GMT+0200,5833.377,5833.377,5832.700,5832.709,0.0161
17.10.2024 02:54:00.000 GMT+0200,5832.953,5832.997,5832.450,5832.952,0.008
17.10.2024 02:55:00.000 GMT+0200,5832.684,5832.747,5832.497,5832.747,0.002
17.10.2024 02:56:00.000 GMT+0200,5832.582,5833.212,5832.450,5832.934,0.0114
17.10.2024 02:57:00.000 GMT+0200,5832.956,5833.452,5832.931,5833.181,0.0114
17.10.2024 02:58:00.000 GMT+0200,5833.443,5833.443,5832.940,5832.949,0.0033
17.10.2024 02:59:00.000 GMT+0200,5833.127,5833.320,5832.943,5833.200,0.0047
17.10.2024 03:00:00.000 GMT+0200,5833.447,5833.449,5833.181,5833.434,0.0121
17.10.2024 03:01:00.000 GMT+0200,5833.310,5833.459,5832.707,5832.707,0.0127
17.10.2024 03:02:00.000 GMT+0200,5832.821,5833.441,5832.767,5833.441,0.004
17.10.2024 03:03:00.000 GMT+0200,5833.324,5833.447,5832.767,5833.017,0.008
17.10.2024 03:04:00.000 GMT+0200,5832.836,5833.209,5832.701,5833.194,0.0087
17.10.2024 03:05:00.000 GMT+0200,5833.077,5833.209,5832.701,5833.197,0.0074
17.10.2024 03:06:00.000 GMT+0200,5833.083,5833.712,5833.083,5833.697,0.0067
17.10.2024 03:07:00.000 GMT+0200,5833.944,5833.944,5833.450,5833.706,0.004
17.10.2024 03:08:00.000 GMT+0200,5833.444,5833.700,5833.441,5833.700,0.0047
17.10.2024 03:09:00.000 GMT+0200,5833.953,5834.017,5833.691,5834.017,0.006
17.10.2024 03:10:00.000 GMT+0200,5833.959,5834.944,5833.959,5834.697,0.0107
17.10.2024 03:11:00.000 GMT+0200,5834.571,5835.257,5834.444,5835.209,0.0134
17.10.2024 03:12:00.000 GMT+0200,5835.073,5835.073,5834.962,5834.962,0.0013
17.10.2024 03:13:00.000 GMT+0200,5835.067,5835.212,5834.324,5834.324,0.008
17.10.2024 03:14:00.000 GMT+0200,5834.472,5834.706,5833.464,5833.710,0.0054
17.10.2024 03:15:00.000 GMT+0200,5833.714,5833.726,5832.733,5832.964,0.0134
17.10.2024 03:16:00.000 GMT+0200,5832.724,5833.277,5832.724,5833.226,0.0107
17.10.2024 03:17:00.000 GMT+0200,5832.973,5833.103,5832.727,5832.727,0.008
17.10.2024 03:18:00.000 GMT+0200,5832.594,5832.594,5831.971,5832.047,0.0054
17.10.2024 03:19:00.000 GMT+0200,5831.734,5831.797,5831.493,5831.737,0.0147
17.10.2024 03:20:00.000 GMT+0200,5831.981,5832.047,5831.502,5831.987,0.0121
17.10.2024 03:21:00.000 GMT+0200,5831.737,5831.737,5831.057,5831.252,0.006
17.10.2024 03:22:00.000 GMT+0200,5831.009,5831.731,5830.997,5831.731,0.006
17.10.2024 03:23:00.000 GMT+0200,5831.632,5831.632,5831.244,5831.244,0.004
17.10.2024 03:24:00.000 GMT+0200,5831.496,5831.787,5831.240,5831.736,0.0125
17.10.2024 03:25:00.000 GMT+0200,5831.486,5831.486,5830.996,5831.234,0.0027
17.10.2024 03:26:00.000 GMT+0200,5831.474,5831.502,5831.252,5831.502,0.008
17.10.2024 03:27:00.000 GMT+0200,5831.369,5831.547,5830.999,5831.297,0.0047
17.10.2024 03:28:00.000 GMT+0200,5831.351,5831.351,5831.246,5831.246,0.0013
17.10.2024 03:29:00.000 GMT+0200,5830.990,5830.990,5830.632,5830.749,0.0027
17.10.2024 03:30:00.000 GMT+0200,5830.996,5831.234,5829.994,5830.057,0.0228
17.10.2024 03:31:00.000 GMT+0200,5829.871,5830.512,5829.769,5830.253,0.0094
17.10.2024 03:32:00.000 GMT+0200,5830.000,5830.744,5829.817,5830.506,0.0087
17.10.2024 03:33:00.000 GMT+0200,5830.244,5830.557,5830.003,5830.241,0.0107
17.10.2024 03:34:00.000 GMT+0200,5830.012,5831.244,5830.012,5831.067,0.0094
17.10.2024 03:35:00.000 GMT+0200,5830.886,5831.307,5830.886,5831.244,0.006
17.10.2024 03:36:00.000 GMT+0200,5831.377,5831.509,5831.244,5831.497,0.0181
17.10.2024 03:37:00.000 GMT+0200,5831.747,5832.009,5831.067,5831.260,0.0074
17.10.2024 03:38:00.000 GMT+0200,5831.013,5832.006,5831.013,5832.006,0.0074
17.10.2024 03:39:00.000 GMT+0200,5832.017,5832.017,5831.516,5831.516,0.0054
17.10.2024 03:40:00.000 GMT+0200,5831.384,5831.504,5831.029,5831.282,0.0033
17.10.2024 03:41:00.000 GMT+0200,5831.131,5832.013,5831.017,5831.649,0.0194
17.10.2024 03:42:00.000 GMT+0200,5831.772,5832.004,5831.772,5832.004,0.0013
17.10.2024 03:43:00.000 GMT+0200,5831.754,5831.817,5831.264,5831.697,0.01
17.10.2024 03:44:00.000 GMT+0200,5831.526,5832.067,5831.523,5832.022,0.0161
17.10.2024 03:45:00.000 GMT+0200,5831.947,5832.019,5831.527,5831.536,0.0127
17.10.2024 03:46:00.000 GMT+0200,5831.286,5831.539,5831.277,5831.539,0.008
17.10.2024 03:47:00.000 GMT+0200,5831.467,5831.783,5831.274,5831.533,0.0094
17.10.2024 03:48:00.000 GMT+0200,5831.271,5831.587,5831.271,5831.539,0.006
17.10.2024 03:49:00.000 GMT+0200,5831.786,5832.327,5831.786,5832.147,0.0074
17.10.2024 03:50:00.000 GMT+0200,5832.282,5832.282,5831.792,5832.036,0.008
17.10.2024 03:51:00.000 GMT+0200,5831.903,5832.036,5831.419,5831.663,0.0188
17.10.2024 03:52:00.000 GMT+0200,5831.777,5832.024,5831.527,5832.024,0.0087
17.10.2024 03:53:00.000 GMT+0200,5832.277,5832.283,5832.033,5832.271,0.0047
17.10.2024 03:54:00.000 GMT+0200,5832.153,5832.283,5831.792,5832.156,0.0134
17.10.2024 03:55:00.000 GMT+0200,5832.042,5832.077,5831.771,5832.026,0.0121
17.10.2024 03:56:00.000 GMT+0200,5832.149,5832.327,5832.001,5832.263,0.0208
17.10.2024 03:57:00.000 GMT+0200,5832.007,5832.987,5832.007,5832.734,0.0147
17.10.2024 03:58:00.000 GMT+0200,5832.496,5832.762,5832.370,5832.762,0.006
17.10.2024 03:59:00.000 GMT+0200,5832.886,5833.003,5832.886,5833.003,0.0013
17.10.2024 04:00:00.000 GMT+0200,5832.880,5832.880,5832.507,5832.513,0.0174
17.10.2024 04:01:00.000 GMT+0200,5832.753,5833.247,5832.519,5832.754,0.0094
17.10.2024 04:02:00.000 GMT+0200,5832.519,5833.012,5832.519,5833.009,0.0054
17.10.2024 04:03:00.000 GMT+0200,5832.981,5833.481,5832.981,5833.246,0.0067
17.10.2024 04:04:00.000 GMT+0200,5833.493,5833.980,5833.493,5833.731,0.0027
17.10.2024 04:05:00.000 GMT+0200,5833.971,5833.980,5833.252,5833.252,0.0054
17.10.2024 04:06:00.000 GMT+0200,5833.000,5833.297,5832.873,5833.012,0.008
17.10.2024 04:07:00.000 GMT+0200,5832.762,5833.249,5832.497,5833.240,0.0168
17.10.2024 04:08:00.000 GMT+0200,5833.382,5834.017,5833.231,5833.957,0.0181
17.10.2024 04:09:00.000 GMT+0200,5833.827,5833.960,5832.964,5832.964,0.0074
17.10.2024 04:10:00.000 GMT+0200,5833.219,5833.451,5832.711,5832.742,0.0268
17.10.2024 04:11:00.000 GMT+0200,5832.729,5833.230,5832.723,5833.230,0.006
17.10.2024 04:12:00.000 GMT+0200,5832.992,5833.037,5832.477,5832.477,0.0168
17.10.2024 04:13:00.000 GMT+0200,5832.240,5832.866,5832.110,5832.866,0.0074
17.10.2024 04:14:00.000 GMT+0200,5832.983,5833.037,5832.474,5832.730,0.0134
17.10.2024 04:15:00.000 GMT+0200,5832.869,5832.980,5832.711,5832.711,0.0033
17.10.2024 04:16:00.000 GMT+0200,5832.597,5833.233,5832.480,5833.037,0.0161
17.10.2024 04:17:00.000 GMT+0200,5832.736,5832.973,5832.471,5832.606,0.0161
17.10.2024 04:18:00.000 GMT+0200,5832.471,5832.527,5831.850,5831.979,0.0141
17.10.2024 04:19:00.000 GMT+0200,5831.847,5832.229,5831.489,5832.204,0.0147
17.10.2024 04:20:00.000 GMT+0200,5832.333,5832.710,5832.147,5832.580,0.0141
17.10.2024 04:21:00.000 GMT+0200,5832.457,5832.777,5832.451,5832.777,0.0107
17.10.2024 04:22:00.000 GMT+0200,5832.960,5833.267,5832.960,5833.267,0.002
17.10.2024 04:23:00.000 GMT+0200,5833.457,5833.982,5833.457,5833.982,0.004
17.10.2024 04:24:00.000 GMT+0200,5833.777,5833.982,5833.464,5833.486,0.0054
17.10.2024 04:25:00.000 GMT+0200,5833.224,5833.486,5832.992,5832.992,0.0094
17.10.2024 04:26:00.000 GMT+0200,5832.736,5832.736,5831.854,5831.984,0.0114
17.10.2024 04:27:00.000 GMT+0200,5831.740,5832.246,5831.740,5832.246,0.0047
17.10.2024 04:28:00.000 GMT+0200,5832.369,5832.742,5832.252,5832.667,0.0067
17.10.2024 04:29:00.000 GMT+0200,5832.477,5832.739,5831.981,5832.234,0.0121
17.10.2024 04:30:00.000 GMT+0200,5832.486,5832.749,5832.234,5832.253,0.0154
17.10.2024 04:31:00.000 GMT+0200,5832.557,5832.557,5831.994,5832.272,0.0161
17.10.2024 04:32:00.000 GMT+0200,5832.146,5832.522,5831.899,5832.519,0.0121
17.10.2024 04:33:00.000 GMT+0200,5832.371,5832.513,5832.263,5832.513,0.002
17.10.2024 04:34:00.000 GMT+0200,5832.642,5832.817,5832.504,5832.504,0.0067
17.10.2024 04:35:00.000 GMT+0200,5832.377,5832.510,5832.251,5832.260,0.0168
17.10.2024 04:36:00.000 GMT+0200,5832.393,5832.519,5832.013,5832.272,0.0087
17.10.2024 04:37:00.000 GMT+0200,5832.393,5832.393,5831.761,5832.029,0.0147
17.10.2024 04:38:00.000 GMT+0200,5831.779,5831.779,5831.270,5831.273,0.004
17.10.2024 04:39:00.000 GMT+0200,5831.033,5831.087,5830.777,5830.777,0.0087
17.10.2024 04:40:00.000 GMT+0200,5830.533,5830.774,5827.813,5827.813,0.0214
17.10.2024 04:41:00.000 GMT+0200,5828.060,5828.627,5826.092,5828.574,0.0402
17.10.2024 04:42:00.000 GMT+0200,5828.397,5829.811,5828.084,5829.326,0.0241
17.10.2024 04:43:00.000 GMT+0200,5829.061,5829.079,5828.321,5829.079,0.0235
17.10.2024 04:44:00.000 GMT+0200,5829.317,5829.573,5829.064,5829.573,0.0174
17.10.2024 04:45:00.000 GMT+0200,5829.314,5829.813,5829.064,5829.212,0.0235
17.10.2024 04:46:00.000 GMT+0200,5829.079,5830.562,5829.079,5830.562,0.0134
17.10.2024 04:47:00.000 GMT+0200,5830.727,5830.796,5830.414,5830.553,0.004
17.10.2024 04:48:00.000 GMT+0200,5830.799,5830.812,5830.541,5830.617,0.0087
17.10.2024 04:49:00.000 GMT+0200,5830.307,5830.562,5830.171,5830.291,0.0094
17.10.2024 04:50:00.000 GMT+0200,5830.059,5830.297,5829.816,5830.053,0.0141
17.10.2024 04:51:00.000 GMT+0200,5829.924,5830.107,5829.791,5830.107,0.0107
17.10.2024 04:52:00.000 GMT+0200,5830.303,5830.310,5829.822,5830.294,0.0134
17.10.2024 04:53:00.000 GMT+0200,5830.072,5830.367,5829.804,5830.073,0.0087
17.10.2024 04:54:00.000 GMT+0200,5829.829,5830.117,5829.301,5829.564,0.01
17.10.2024 04:55:00.000 GMT+0200,5829.617,5829.693,5829.307,5829.617,0.0127
17.10.2024 04:56:00.000 GMT+0200,5829.702,5829.867,5829.314,5829.569,0.0174
17.10.2024 04:57:00.000 GMT+0200,5829.443,5829.582,5829.326,5829.387,0.004
17.10.2024 04:58:00.000 GMT+0200,5829.579,5830.066,5829.554,5829.819,0.0067
17.10.2024 04:59:00.000 GMT+0200,5829.997,5830.556,5829.807,5830.367,0.0161
17.10.2024 05:00:00.000 GMT+0200,5830.054,5830.847,5829.822,5830.673,0.0214
17.10.2024 05:01:00.000 GMT+0200,5830.562,5830.799,5830.562,5830.799,0.002
17.10.2024 05:02:00.000 GMT+0200,5831.166,5831.287,5830.793,5831.287,0.0174
17.10.2024 05:03:00.000 GMT+0200,5831.401,5831.467,5831.097,5831.097,0.0074
17.10.2024 05:04:00.000 GMT+0200,5831.302,5831.302,5830.813,5831.302,0.0047
17.10.2024 05:05:00.000 GMT+0200,5831.534,5831.534,5830.800,5831.031,0.0067
17.10.2024 05:06:00.000 GMT+0200,5831.031,5831.031,5831.031,5831.031,0
17.10.2024 05:07:00.000 GMT+0200,5831.296,5831.534,5831.052,5831.534,0.004
17.10.2024 05:08:00.000 GMT+0200,5831.302,5831.784,5831.290,5831.531,0.0054
17.10.2024 05:09:00.000 GMT+0200,5831.284,5831.576,5831.284,5831.576,0.0094
17.10.2024 05:10:00.000 GMT+0200,5831.697,5831.832,5831.326,5831.579,0.0107
17.10.2024 05:11:00.000 GMT+0200,5831.333,5831.579,5831.330,5831.330,0.0074
17.10.2024 05:12:00.000 GMT+0200,5831.083,5831.342,5830.987,5831.072,0.0107
17.10.2024 05:13:00.000 GMT+0200,5830.816,5830.816,5830.076,5830.377,0.0161
17.10.2024 05:14:00.000 GMT+0200,5830.187,5830.377,5829.817,5829.817,0.0141
17.10.2024 05:15:00.000 GMT+0200,5829.941,5830.377,5829.832,5830.377,0.0033
17.10.2024 05:16:00.000 GMT+0200,5830.627,5830.627,5830.320,5830.332,0.0027
17.10.2024 05:17:00.000 GMT+0200,5830.064,5830.311,5830.064,5830.311,0.0013
17.10.2024 05:18:00.000 GMT+0200,5830.206,5830.332,5830.206,5830.317,0.0027
17.10.2024 05:19:00.000 GMT+0200,5830.327,5830.332,5830.197,5830.329,0.0087
17.10.2024 05:20:00.000 GMT+0200,5830.582,5830.827,5830.326,5830.330,0.0067
17.10.2024 05:21:00.000 GMT+0200,5830.460,5830.460,5829.830,5830.061,0.0087
17.10.2024 05:22:00.000 GMT+0200,5830.329,5830.571,5830.074,5830.087,0.004
17.10.2024 05:23:00.000 GMT+0200,5829.846,5829.897,5829.584,5829.897,0.008
17.10.2024 05:24:00.000 GMT+0200,5829.707,5829.852,5829.602,5829.602,0.0033
17.10.2024 05:25:00.000 GMT+0200,5829.846,5830.387,5829.831,5830.387,0.0147
17.10.2024 05:26:00.000 GMT+0200,5830.102,5830.102,5829.590,5829.831,0.0047
17.10.2024 05:27:00.000 GMT+0200,5829.596,5829.852,5829.347,5829.600,0.0087
17.10.2024 05:28:00.000 GMT+0200,5829.831,5829.831,5829.824,5829.824,0.0013
17.10.2024 05:29:00.000 GMT+0200,5829.602,5830.137,5829.587,5829.960,0.01
17.10.2024 05:30:00.000 GMT+0200,5829.837,5830.137,5829.834,5829.862,0.0087
17.10.2024 05:31:00.000 GMT+0200,5829.976,5830.081,5829.840,5829.840,0.0067
17.10.2024 05:32:00.000 GMT+0200,5829.581,5829.844,5829.581,5829.777,0.0067
17.10.2024 05:33:00.000 GMT+0200,5829.597,5829.657,5829.350,5829.353,0.0127
17.10.2024 05:34:00.000 GMT+0200,5828.872,5829.126,5828.857,5828.870,0.0161
17.10.2024 05:35:00.000 GMT+0200,5829.132,5829.362,5828.861,5829.167,0.0074
17.10.2024 05:36:00.000 GMT+0200,5828.917,5829.407,5828.917,5829.407,0.0033
17.10.2024 05:37:00.000 GMT+0200,5829.354,5829.609,5829.119,5829.609,0.0027
17.10.2024 05:38:00.000 GMT+0200,5829.739,5829.847,5829.597,5829.847,0.0027
17.10.2024 05:39:00.000 GMT+0200,5829.974,5830.103,5829.907,5830.077,0.0027
17.10.2024 05:40:00.000 GMT+0200,5830.321,5830.582,5830.077,5830.324,0.006
17.10.2024 05:41:00.000 GMT+0200,5830.080,5830.330,5830.080,5830.083,0.002
17.10.2024 05:42:00.000 GMT+0200,5829.824,5829.824,5829.824,5829.824,0.0007
17.10.2024 05:43:00.000 GMT+0200,5829.581,5829.593,5829.352,5829.590,0.0033
17.10.2024 05:44:00.000 GMT+0200,5829.343,5829.602,5829.331,5829.599,0.0127
17.10.2024 05:45:00.000 GMT+0200,5829.469,5829.887,5829.334,5829.602,0.008
17.10.2024 05:46:00.000 GMT+0200,5829.846,5829.849,5829.602,5829.849,0.0027
17.10.2024 05:47:00.000 GMT+0200,5829.707,5829.849,5829.581,5829.590,0.0067
17.10.2024 05:48:00.000 GMT+0200,5829.349,5829.349,5829.349,5829.349,0.0007
17.10.2024 05:49:00.000 GMT+0200,5829.081,5829.097,5829.081,5829.097,0.0013
17.10.2024 05:50:00.000 GMT+0200,5829.349,5829.349,5828.847,5828.847,0.002
17.10.2024 05:51:00.000 GMT+0200,5829.109,5829.109,5828.591,5829.091,0.004
17.10.2024 05:52:00.000 GMT+0200,5829.397,5829.602,5829.106,5829.352,0.006
17.10.2024 05:53:00.000 GMT+0200,5829.587,5829.602,5829.346,5829.476,0.0047
17.10.2024 05:54:00.000 GMT+0200,5829.602,5829.647,5829.147,5829.147,0.006
17.10.2024 05:55:00.000 GMT+0200,5828.834,5829.096,5828.834,5829.096,0.004
17.10.2024 05:56:00.000 GMT+0200,5829.337,5829.346,5828.833,5829.071,0.008
17.10.2024 05:57:00.000 GMT+0200,5828.960,5829.077,5828.833,5828.836,0.0027
17.10.2024 05:58:00.000 GMT+0200,5828.583,5828.887,5828.583,5828.887,0.0033
17.10.2024 05:59:00.000 GMT+0200,5829.071,5829.071,5829.071,5829.071,0.0007
17.10.2024 06:00:00.000 GMT+0200,5829.017,5829.187,5829.017,5829.139,0.0047
17.10.2024 06:01:00.000 GMT+0200,5829.007,5829.007,5828.887,5828.887,0.0013
17.10.2024 06:02:00.000 GMT+0200,5829.022,5829.371,5829.010,5829.371,0.006
17.10.2024 06:03:00.000 GMT+0200,5829.371,5829.371,5829.371,5829.371,0
17.10.2024 06:04:00.000 GMT+0200,5829.263,5829.263,5828.890,5828.890,0.0033
17.10.2024 06:05:00.000 GMT+0200,5829.001,5829.001,5828.631,5828.631,0.0054
17.10.2024 06:06:00.000 GMT+0200,5828.387,5828.652,5828.384,5828.387,0.0033
17.10.2024 06:07:00.000 GMT+0200,5828.150,5828.652,5828.150,5828.394,0.0033
17.10.2024 06:08:00.000 GMT+0200,5828.279,5828.394,5828.276,5828.394,0.0027
17.10.2024 06:09:00.000 GMT+0200,5828.153,5828.394,5827.894,5828.207,0.0067
17.10.2024 06:10:00.000 GMT+0200,5827.900,5828.159,5827.900,5827.906,0.0027
17.10.2024 06:11:00.000 GMT+0200,5827.789,5827.912,5827.650,5827.906,0.0074
17.10.2024 06:12:00.000 GMT+0200,5827.669,5827.957,5827.151,5827.957,0.0094
17.10.2024 06:13:00.000 GMT+0200,5828.141,5828.162,5828.036,5828.162,0.002
17.10.2024 06:14:00.000 GMT+0200,5828.400,5828.650,5828.150,5828.457,0.0047
17.10.2024 06:15:00.000 GMT+0200,5828.207,5828.391,5828.207,5828.391,0.0013
17.10.2024 06:16:00.000 GMT+0200,5828.280,5828.403,5828.087,5828.147,0.0033
17.10.2024 06:17:00.000 GMT+0200,5827.904,5828.391,5827.904,5828.391,0.004
17.10.2024 06:18:00.000 GMT+0200,5828.147,5828.530,5828.147,5828.409,0.0033
17.10.2024 06:19:00.000 GMT+0200,5828.524,5828.587,5828.403,5828.457,0.0027
17.10.2024 06:20:00.000 GMT+0200,5828.650,5828.764,5828.641,5828.662,0.0033
17.10.2024 06:21:00.000 GMT+0200,5828.773,5828.900,5828.391,5828.653,0.01
17.10.2024 06:22:00.000 GMT+0200,5828.394,5828.659,5828.394,5828.412,0.0087
17.10.2024 06:23:00.000 GMT+0200,5828.292,5828.422,5828.166,5828.422,0.0033
17.10.2024 06:24:00.000 GMT+0200,5828.163,5828.289,5827.904,5828.027,0.0067
17.10.2024 06:25:00.000 GMT+0200,5827.904,5828.151,5827.904,5828.151,0.002
17.10.2024 06:26:00.000 GMT+0200,5828.043,5828.151,5827.717,5827.727,0.0033
17.10.2024 06:27:00.000 GMT+0200,5827.919,5828.166,5827.682,5828.157,0.0074
17.10.2024 06:28:00.000 GMT+0200,5828.043,5828.049,5827.967,5828.049,0.002
17.10.2024 06:29:00.000 GMT+0200,5827.901,5828.413,5827.901,5828.413,0.004
17.10.2024 06:30:00.000 GMT+0200,5828.391,5828.412,5828.280,5828.406,0.006
17.10.2024 06:31:00.000 GMT+0200,5828.410,5828.659,5828.404,5828.659,0.0027
17.10.2024 06:32:00.000 GMT+0200,5828.410,5828.517,5828.169,5828.169,0.004
17.10.2024 06:33:00.000 GMT+0200,5828.150,5828.150,5827.900,5827.900,0.0013
17.10.2024 06:34:00.000 GMT+0200,5827.669,5828.146,5827.669,5828.146,0.0027
17.10.2024 06:35:00.000 GMT+0200,5828.384,5828.396,5828.143,5828.396,0.002
17.10.2024 06:36:00.000 GMT+0200,5828.137,5828.381,5828.131,5828.381,0.004
17.10.2024 06:37:00.000 GMT+0200,5828.131,5828.131,5828.131,5828.131,0.0007
17.10.2024 06:38:00.000 GMT+0200,5827.894,5828.077,5827.894,5827.894,0.002
17.10.2024 06:39:00.000 GMT+0200,5827.894,5827.894,5827.894,5827.894,0
17.10.2024 06:40:00.000 GMT+0200,5827.770,5827.912,5827.650,5827.912,0.002
17.10.2024 06:41:00.000 GMT+0200,5827.912,5827.912,5827.912,5827.912,0
17.10.2024 06:42:00.000 GMT+0200,5827.786,5828.153,5827.786,5828.153,0.0027
17.10.2024 06:43:00.000 GMT+0200,5828.270,5828.399,5828.147,5828.159,0.006
17.10.2024 06:44:00.000 GMT+0200,5828.406,5828.406,5828.406,5828.406,0.0007
17.10.2024 06:45:00.000 GMT+0200,5828.631,5828.890,5828.631,5828.890,0.0013
17.10.2024 06:46:00.000 GMT+0200,5829.022,5829.197,5828.890,5829.197,0.0027
17.10.2024 06:47:00.000 GMT+0200,5828.887,5829.032,5828.887,5828.896,0.002
17.10.2024 06:48:00.000 GMT+0200,5828.653,5828.707,5828.397,5828.397,0.0054
17.10.2024 06:49:00.000 GMT+0200,5828.577,5828.577,5828.159,5828.394,0.004
17.10.2024 06:50:00.000 GMT+0200,5828.277,5828.277,5828.156,5828.156,0.0027
17.10.2024 06:51:00.000 GMT+0200,5828.197,5828.197,5828.026,5828.152,0.002
17.10.2024 06:52:00.000 GMT+0200,5828.159,5828.159,5827.651,5827.717,0.006
17.10.2024 06:53:00.000 GMT+0200,5827.641,5827.910,5827.397,5827.910,0.006
17.10.2024 06:54:00.000 GMT+0200,5827.891,5828.147,5827.891,5828.147,0.004
17.10.2024 06:55:00.000 GMT+0200,5828.127,5828.127,5828.127,5828.127,0.0007
17.10.2024 06:56:00.000 GMT+0200,5828.380,5828.380,5828.380,5828.380,0.0007
17.10.2024 06:57:00.000 GMT+0200,5828.131,5828.392,5828.131,5828.392,0.0027
17.10.2024 06:58:00.000 GMT+0200,5828.392,5828.392,5828.392,5828.392,0
