Local time,Open,High,Low,Close,Volume
15.10.2024 11:24:00.000 GMT+0200,5858.881,5859.272,5858.881,5859.266,0.0203
15.10.2024 11:25:00.000 GMT+0200,5859.029,5859.266,5858.514,5859.014,0.0135
15.10.2024 11:26:00.000 GMT+0200,5858.899,5859.262,5858.514,5859.007,0.0189
15.10.2024 11:27:00.000 GMT+0200,5859.136,5859.259,5859.127,5859.253,0.0054
15.10.2024 11:28:00.000 GMT+0200,5859.506,5859.817,5859.257,5859.504,0.0216
15.10.2024 11:29:00.000 GMT+0200,5859.273,5859.519,5859.022,5859.251,0.0203
15.10.2024 11:30:00.000 GMT+0200,5859.127,5859.273,5859.007,5859.014,0.0135
15.10.2024 11:31:00.000 GMT+0200,5859.140,5859.512,5859.140,5859.512,0.0081
15.10.2024 11:32:00.000 GMT+0200,5859.753,5860.259,5859.520,5859.751,0.0189
15.10.2024 11:33:00.000 GMT+0200,5859.532,5859.817,5859.507,5859.507,0.0135
15.10.2024 11:34:00.000 GMT+0200,5859.374,5859.513,5859.004,5859.317,0.0108
15.10.2024 11:35:00.000 GMT+0200,5859.279,5859.577,5859.004,5859.004,0.0148
15.10.2024 11:36:00.000 GMT+0200,5859.152,5859.152,5858.837,5859.020,0.0081
15.10.2024 11:37:00.000 GMT+0200,5858.900,5858.900,5858.337,5858.786,0.0094
15.10.2024 11:38:00.000 GMT+0200,5858.530,5858.539,5858.289,5858.539,0.0081
15.10.2024 11:39:00.000 GMT+0200,5858.416,5858.416,5857.802,5858.037,0.0189
15.10.2024 11:40:00.000 GMT+0200,5857.847,5858.049,5857.537,5857.796,0.0216
15.10.2024 11:41:00.000 GMT+0200,5857.552,5858.292,5857.534,5858.292,0.0176
15.10.2024 11:42:00.000 GMT+0200,5858.154,5858.284,5857.787,5858.284,0.0162
15.10.2024 11:43:00.000 GMT+0200,5858.587,5858.587,5858.049,5858.290,0.0108
15.10.2024 11:44:00.000 GMT+0200,5858.097,5858.097,5857.781,5858.049,0.0041
15.10.2024 11:45:00.000 GMT+0200,5857.787,5858.357,5857.787,5858.312,0.0135
15.10.2024 11:46:00.000 GMT+0200,5858.176,5858.176,5857.563,5857.563,0.0081
15.10.2024 11:47:00.000 GMT+0200,5857.812,5857.812,5857.551,5857.794,0.0068
15.10.2024 11:48:00.000 GMT+0200,5857.671,5857.794,5857.072,5857.617,0.0257
15.10.2024 11:49:00.000 GMT+0200,5857.737,5858.300,5857.551,5858.300,0.0135
15.10.2024 11:50:00.000 GMT+0200,5858.556,5859.040,5858.541,5859.040,0.0189
15.10.2024 11:51:00.000 GMT+0200,5859.176,5859.287,5859.040,5859.287,0.0176
15.10.2024 11:52:00.000 GMT+0200,5859.597,5859.597,5859.040,5859.290,0.0081
15.10.2024 11:53:00.000 GMT+0200,5859.537,5859.787,5859.290,5859.290,0.0148
15.10.2024 11:54:00.000 GMT+0200,5859.537,5859.537,5859.050,5859.050,0.0094
15.10.2024 11:55:00.000 GMT+0200,5857.073,5859.534,5857.073,5858.306,0.112
15.10.2024 11:56:00.000 GMT+0200,5858.054,5858.547,5857.551,5858.063,0.054
15.10.2024 11:57:00.000 GMT+0200,5857.822,5858.313,5857.822,5858.307,0.0121
15.10.2024 11:58:00.000 GMT+0200,5858.060,5858.060,5857.314,5857.563,0.0148
15.10.2024 11:59:00.000 GMT+0200,5857.434,5857.607,5856.820,5857.607,0.0229
15.10.2024 12:00:00.000 GMT+0200,5857.809,5858.847,5857.797,5858.847,0.027
15.10.2024 12:01:00.000 GMT+0200,5858.534,5858.793,5858.300,5858.787,0.0135
15.10.2024 12:02:00.000 GMT+0200,5858.540,5859.302,5858.540,5859.296,0.0378
15.10.2024 12:03:00.000 GMT+0200,5859.049,5860.147,5859.031,5860.027,0.0311
15.10.2024 12:04:00.000 GMT+0200,5860.207,5860.292,5860.030,5860.036,0.0135
15.10.2024 12:05:00.000 GMT+0200,5859.780,5859.837,5859.543,5859.556,0.0135
15.10.2024 12:06:00.000 GMT+0200,5859.432,5859.432,5858.800,5858.800,0.0081
15.10.2024 12:07:00.000 GMT+0200,5859.040,5859.040,5858.294,5858.809,0.0121
15.10.2024 12:08:00.000 GMT+0200,5858.607,5858.800,5857.801,5858.559,0.0229
15.10.2024 12:09:00.000 GMT+0200,5858.487,5858.822,5858.316,5858.822,0.0162
15.10.2024 12:10:00.000 GMT+0200,5858.554,5859.607,5858.541,5859.607,0.0121
15.10.2024 12:11:00.000 GMT+0200,5859.297,5859.797,5859.063,5859.550,0.0243
15.10.2024 12:12:00.000 GMT+0200,5859.294,5859.607,5858.311,5858.314,0.0243
15.10.2024 12:13:00.000 GMT+0200,5858.190,5858.317,5857.314,5857.314,0.0243
15.10.2024 12:14:00.000 GMT+0200,5857.079,5857.440,5856.931,5857.311,0.0135
15.10.2024 12:15:00.000 GMT+0200,5857.076,5857.329,5857.061,5857.074,0.0229
15.10.2024 12:16:00.000 GMT+0200,5856.966,5857.377,5856.821,5857.311,0.0311
15.10.2024 12:17:00.000 GMT+0200,5857.064,5857.323,5856.814,5856.827,0.0338
15.10.2024 12:18:00.000 GMT+0200,5856.710,5856.827,5855.831,5855.831,0.0148
15.10.2024 12:19:00.000 GMT+0200,5855.859,5856.102,5855.841,5855.841,0.0054
15.10.2024 12:20:00.000 GMT+0200,5855.657,5858.060,5855.657,5857.579,0.058
15.10.2024 12:21:00.000 GMT+0200,5857.437,5857.582,5856.827,5857.073,0.0459
15.10.2024 12:22:00.000 GMT+0200,5856.950,5858.817,5856.821,5858.811,0.054
15.10.2024 12:23:00.000 GMT+0200,5858.627,5859.056,5858.320,5859.056,0.0405
15.10.2024 12:24:00.000 GMT+0200,5858.924,5859.541,5858.804,5858.810,0.0229
15.10.2024 12:25:00.000 GMT+0200,5858.921,5859.867,5858.811,5859.316,0.027
15.10.2024 12:26:00.000 GMT+0200,5859.551,5859.551,5858.811,5859.073,0.0311
15.10.2024 12:27:00.000 GMT+0200,5858.823,5859.569,5858.823,5859.304,0.0176
15.10.2024 12:28:00.000 GMT+0200,5859.449,5859.563,5858.832,5859.127,0.0148
15.10.2024 12:29:00.000 GMT+0200,5858.820,5859.320,5858.339,5858.823,0.0162
15.10.2024 12:30:00.000 GMT+0200,5859.076,5860.367,5858.817,5860.060,0.0257
15.10.2024 12:31:00.000 GMT+0200,5860.316,5860.803,5859.819,5860.307,0.0216
15.10.2024 12:32:00.000 GMT+0200,5860.186,5861.044,5860.060,5861.044,0.0162
15.10.2024 12:33:00.000 GMT+0200,5860.812,5862.302,5860.791,5861.799,0.0216
15.10.2024 12:34:00.000 GMT+0200,5862.049,5862.783,5862.049,5862.546,0.0162
15.10.2024 12:35:00.000 GMT+0200,5862.416,5862.416,5861.559,5862.290,0.0135
15.10.2024 12:36:00.000 GMT+0200,5862.040,5862.293,5861.790,5862.281,0.0108
15.10.2024 12:37:00.000 GMT+0200,5862.043,5862.347,5862.043,5862.347,0.0094
15.10.2024 12:38:00.000 GMT+0200,5862.182,5862.799,5862.052,5862.537,0.0135
15.10.2024 12:39:00.000 GMT+0200,5862.790,5862.847,5861.800,5861.809,0.0257
15.10.2024 12:40:00.000 GMT+0200,5861.541,5862.052,5861.041,5861.303,0.0472
15.10.2024 12:41:00.000 GMT+0200,5861.607,5862.037,5861.544,5861.556,0.0257
15.10.2024 12:42:00.000 GMT+0200,5861.300,5862.044,5861.300,5862.044,0.0243
15.10.2024 12:43:00.000 GMT+0200,5862.176,5863.031,5862.041,5862.802,0.0283
15.10.2024 12:44:00.000 GMT+0200,5862.727,5862.727,5861.809,5862.283,0.0135
15.10.2024 12:45:00.000 GMT+0200,5862.524,5862.777,5862.524,5862.777,0.0027
15.10.2024 12:46:00.000 GMT+0200,5862.542,5863.337,5862.521,5862.521,0.0121
15.10.2024 12:47:00.000 GMT+0200,5862.777,5862.777,5862.524,5862.533,0.0068
15.10.2024 12:48:00.000 GMT+0200,5862.786,5863.533,5862.786,5863.514,0.0135
15.10.2024 12:49:00.000 GMT+0200,5863.827,5863.827,5863.274,5863.511,0.0283
15.10.2024 12:50:00.000 GMT+0200,5863.776,5863.782,5862.786,5863.039,0.0486
15.10.2024 12:51:00.000 GMT+0200,5863.283,5863.532,5863.027,5863.027,0.0189
15.10.2024 12:52:00.000 GMT+0200,5863.280,5863.779,5863.277,5863.536,0.0189
15.10.2024 12:53:00.000 GMT+0200,5863.776,5863.776,5863.283,5863.539,0.0189
15.10.2024 12:54:00.000 GMT+0200,5863.397,5863.397,5862.281,5862.783,0.0364
15.10.2024 12:55:00.000 GMT+0200,5862.794,5863.097,5862.547,5862.796,0.0391
15.10.2024 12:56:00.000 GMT+0200,5862.922,5863.299,5862.922,5863.281,0.0081
15.10.2024 12:57:00.000 GMT+0200,5863.531,5863.793,5863.531,5863.549,0.0081
15.10.2024 12:58:00.000 GMT+0200,5863.287,5863.347,5862.797,5863.347,0.0108
15.10.2024 12:59:00.000 GMT+0200,5863.059,5863.287,5862.057,5862.057,0.027
15.10.2024 13:00:00.000 GMT+0200,5862.291,5863.290,5862.291,5863.290,0.0257
15.10.2024 13:01:00.000 GMT+0200,5863.161,5863.302,5862.809,5863.059,0.0257
15.10.2024 13:02:00.000 GMT+0200,5863.299,5863.784,5863.053,5863.053,0.0121
15.10.2024 13:03:00.000 GMT+0200,5863.300,5863.549,5863.294,5863.534,0.0108
15.10.2024 13:04:00.000 GMT+0200,5863.291,5863.312,5862.524,5862.524,0.0229
15.10.2024 13:05:00.000 GMT+0200,5862.510,5862.510,5861.577,5862.282,0.0176
15.10.2024 13:06:00.000 GMT+0200,5862.510,5863.022,5862.029,5862.754,0.0391
15.10.2024 13:07:00.000 GMT+0200,5862.510,5863.254,5862.510,5863.010,0.0148
15.10.2024 13:08:00.000 GMT+0200,5862.769,5863.494,5862.754,5863.254,0.0121
15.10.2024 13:09:00.000 GMT+0200,5863.139,5863.500,5863.004,5863.254,0.0216
15.10.2024 13:10:00.000 GMT+0200,5863.007,5863.020,5862.524,5862.544,0.0108
15.10.2024 13:11:00.000 GMT+0200,5862.300,5862.300,5861.560,5861.560,0.0094
15.10.2024 13:12:00.000 GMT+0200,5861.816,5861.829,5860.830,5860.830,0.0203
15.10.2024 13:13:00.000 GMT+0200,5861.080,5861.080,5859.840,5860.102,0.0243
15.10.2024 13:14:00.000 GMT+0200,5860.086,5860.311,5859.602,5859.834,0.0189
15.10.2024 13:15:00.000 GMT+0200,5859.969,5860.842,5859.969,5860.842,0.0203
15.10.2024 13:16:00.000 GMT+0200,5860.586,5860.887,5860.574,5860.577,0.0391
15.10.2024 13:17:00.000 GMT+0200,5860.719,5861.083,5860.580,5860.824,0.0108
15.10.2024 13:18:00.000 GMT+0200,5860.589,5860.833,5860.267,5860.564,0.0135
15.10.2024 13:19:00.000 GMT+0200,5860.321,5860.592,5860.089,5860.592,0.0094
15.10.2024 13:20:00.000 GMT+0200,5860.839,5861.092,5860.811,5860.887,0.0068
15.10.2024 13:21:00.000 GMT+0200,5860.647,5860.839,5859.591,5859.591,0.0257
15.10.2024 13:22:00.000 GMT+0200,5859.837,5860.352,5859.837,5860.352,0.0203
15.10.2024 13:23:00.000 GMT+0200,5860.327,5860.596,5860.080,5860.596,0.0162
15.10.2024 13:24:00.000 GMT+0200,5860.887,5862.070,5860.397,5861.321,0.0243
15.10.2024 13:25:00.000 GMT+0200,5861.589,5863.316,5861.034,5861.034,0.0689
15.10.2024 13:26:00.000 GMT+0200,5861.299,5862.072,5861.287,5861.997,0.0283
15.10.2024 13:27:00.000 GMT+0200,5861.820,5862.117,5861.064,5861.617,0.0364
15.10.2024 13:28:00.000 GMT+0200,5861.319,5861.572,5861.069,5861.367,0.0257
15.10.2024 13:29:00.000 GMT+0200,5861.060,5861.332,5860.590,5860.590,0.027
15.10.2024 13:30:00.000 GMT+0200,5860.527,5860.960,5860.346,5860.837,0.0108
15.10.2024 13:31:00.000 GMT+0200,5860.714,5861.811,5860.647,5861.811,0.0162
15.10.2024 13:32:00.000 GMT+0200,5861.700,5861.949,5861.083,5861.567,0.0176
15.10.2024 13:33:00.000 GMT+0200,5861.817,5862.342,5861.570,5861.877,0.0229
15.10.2024 13:34:00.000 GMT+0200,5862.070,5862.627,5861.804,5862.327,0.0338
15.10.2024 13:35:00.000 GMT+0200,5862.209,5862.209,5861.811,5861.820,0.0108
15.10.2024 13:36:00.000 GMT+0200,5862.076,5862.092,5861.569,5861.607,0.0121
15.10.2024 13:37:00.000 GMT+0200,5861.803,5861.803,5860.803,5860.806,0.0243
15.10.2024 13:38:00.000 GMT+0200,5860.562,5860.562,5859.804,5859.804,0.0081
15.10.2024 13:39:00.000 GMT+0200,5859.557,5860.117,5859.557,5859.804,0.0148
15.10.2024 13:40:00.000 GMT+0200,5859.699,5860.552,5859.564,5860.546,0.0324
15.10.2024 13:41:00.000 GMT+0200,5860.411,5860.531,5859.794,5860.303,0.027
15.10.2024 13:42:00.000 GMT+0200,5860.047,5860.107,5859.569,5860.050,0.0283
15.10.2024 13:43:00.000 GMT+0200,5860.357,5861.040,5859.800,5860.787,0.0405
15.10.2024 13:44:00.000 GMT+0200,5860.923,5861.274,5860.786,5861.272,0.0229
15.10.2024 13:45:00.000 GMT+0200,5861.124,5861.272,5860.517,5861.257,0.0148
15.10.2024 13:46:00.000 GMT+0200,5861.142,5861.557,5860.750,5861.257,0.0162
15.10.2024 13:47:00.000 GMT+0200,5861.567,5862.241,5861.494,5861.991,0.0189
15.10.2024 13:48:00.000 GMT+0200,5861.807,5861.807,5861.001,5861.001,0.0324
15.10.2024 13:49:00.000 GMT+0200,5860.893,5861.067,5859.514,5860.013,0.0391
15.10.2024 13:50:00.000 GMT+0200,5860.140,5860.529,5860.013,5860.520,0.027
15.10.2024 13:51:00.000 GMT+0200,5860.270,5860.893,5860.270,5860.270,0.0216
15.10.2024 13:52:00.000 GMT+0200,5860.409,5861.136,5860.266,5860.994,0.0283
15.10.2024 13:53:00.000 GMT+0200,5861.259,5861.259,5861.006,5861.259,0.0108
15.10.2024 13:54:00.000 GMT+0200,5861.269,5861.861,5861.244,5861.501,0.0324
15.10.2024 13:55:00.000 GMT+0200,5861.447,5861.567,5860.511,5860.511,0.0338
15.10.2024 13:56:00.000 GMT+0200,5860.761,5860.761,5860.270,5860.337,0.0203
15.10.2024 13:57:00.000 GMT+0200,5860.517,5860.517,5860.274,5860.274,0.0027
15.10.2024 13:58:00.000 GMT+0200,5860.520,5861.023,5860.280,5860.761,0.0189
15.10.2024 13:59:00.000 GMT+0200,5860.900,5862.087,5860.773,5861.919,0.0324
15.10.2024 14:00:00.000 GMT+0200,5862.039,5862.039,5861.271,5861.271,0.0338
15.10.2024 14:01:00.000 GMT+0200,5861.527,5862.276,5861.027,5862.276,0.0216
15.10.2024 14:02:00.000 GMT+0200,5862.029,5862.516,5862.007,5862.007,0.0351
15.10.2024 14:03:00.000 GMT+0200,5862.272,5862.877,5862.004,5862.503,0.0364
15.10.2024 14:04:00.000 GMT+0200,5862.241,5862.567,5862.000,5862.307,0.0311
15.10.2024 14:05:00.000 GMT+0200,5862.512,5862.512,5862.124,5862.379,0.0338
15.10.2024 14:06:00.000 GMT+0200,5862.307,5863.287,5861.981,5862.971,0.0203
15.10.2024 14:07:00.000 GMT+0200,5862.987,5863.490,5862.971,5863.417,0.0162
15.10.2024 14:08:00.000 GMT+0200,5863.240,5863.759,5863.240,5863.750,0.0094
15.10.2024 14:09:00.000 GMT+0200,5863.509,5863.807,5863.247,5863.503,0.0121
15.10.2024 14:10:00.000 GMT+0200,5863.620,5863.741,5862.530,5862.532,0.0121
15.10.2024 14:11:00.000 GMT+0200,5862.409,5862.504,5862.026,5862.504,0.0121
15.10.2024 14:12:00.000 GMT+0200,5862.390,5862.390,5861.761,5862.049,0.0243
15.10.2024 14:13:00.000 GMT+0200,5862.154,5862.521,5861.540,5862.521,0.027
15.10.2024 14:14:00.000 GMT+0200,5862.293,5862.789,5862.293,5862.789,0.0148
15.10.2024 14:15:00.000 GMT+0200,5863.027,5863.337,5862.774,5862.786,0.0472
15.10.2024 14:16:00.000 GMT+0200,5862.531,5862.837,5862.531,5862.543,0.0203
15.10.2024 14:17:00.000 GMT+0200,5862.783,5863.286,5862.531,5863.286,0.0257
15.10.2024 14:18:00.000 GMT+0200,5863.406,5864.273,5863.406,5864.273,0.0068
15.10.2024 14:19:00.000 GMT+0200,5864.017,5864.309,5863.274,5864.309,0.0391
15.10.2024 14:20:00.000 GMT+0200,5864.180,5864.289,5864.024,5864.097,0.0189
15.10.2024 14:21:00.000 GMT+0200,5864.044,5864.347,5863.804,5864.059,0.0311
15.10.2024 14:22:00.000 GMT+0200,5863.794,5863.800,5863.547,5863.569,0.0189
15.10.2024 14:23:00.000 GMT+0200,5863.304,5863.572,5862.697,5862.823,0.0216
15.10.2024 14:24:00.000 GMT+0200,5862.570,5862.826,5861.867,5862.306,0.058
15.10.2024 14:25:00.000 GMT+0200,5862.559,5862.793,5862.291,5862.667,0.0257
15.10.2024 14:26:00.000 GMT+0200,5862.790,5862.802,5861.764,5861.764,0.0243
15.10.2024 14:27:00.000 GMT+0200,5861.511,5862.241,5861.267,5862.241,0.0257
15.10.2024 14:28:00.000 GMT+0200,5862.231,5862.567,5861.994,5862.402,0.0351
15.10.2024 14:29:00.000 GMT+0200,5862.260,5862.542,5862.143,5862.542,0.0162
15.10.2024 14:30:00.000 GMT+0200,5862.774,5863.127,5861.983,5862.347,0.0662
15.10.2024 14:31:00.000 GMT+0200,5862.224,5862.332,5860.852,5862.314,0.0432
15.10.2024 14:32:00.000 GMT+0200,5862.206,5862.326,5861.352,5861.571,0.0338
15.10.2024 14:33:00.000 GMT+0200,5861.827,5862.089,5861.584,5862.050,0.0229
15.10.2024 14:34:00.000 GMT+0200,5862.071,5862.083,5861.230,5861.337,0.0311
15.10.2024 14:35:00.000 GMT+0200,5861.217,5861.630,5861.217,5861.390,0.0324
15.10.2024 14:36:00.000 GMT+0200,5861.269,5861.396,5860.159,5861.134,0.0391
15.10.2024 14:37:00.000 GMT+0200,5861.381,5862.467,5861.381,5862.467,0.0378
15.10.2024 14:38:00.000 GMT+0200,5862.154,5862.401,5861.939,5861.939,0.0068
15.10.2024 14:39:00.000 GMT+0200,5862.182,5862.182,5860.942,5861.696,0.0283
15.10.2024 14:40:00.000 GMT+0200,5861.952,5861.952,5860.937,5861.201,0.0229
15.10.2024 14:41:00.000 GMT+0200,5861.200,5861.747,5860.691,5861.191,0.0162
15.10.2024 14:42:00.000 GMT+0200,5861.082,5861.487,5861.082,5861.487,0.0121
15.10.2024 14:43:00.000 GMT+0200,5861.434,5861.696,5860.706,5860.706,0.0203
15.10.2024 14:44:00.000 GMT+0200,5860.956,5860.956,5860.197,5860.197,0.0162
15.10.2024 14:45:00.000 GMT+0200,5859.944,5861.027,5859.700,5860.967,0.0229
15.10.2024 14:46:00.000 GMT+0200,5860.909,5861.397,5860.904,5861.397,0.0176
15.10.2024 14:47:00.000 GMT+0200,5861.274,5861.406,5860.666,5860.672,0.0216
15.10.2024 14:48:00.000 GMT+0200,5860.922,5861.997,5860.922,5861.997,0.0121
15.10.2024 14:49:00.000 GMT+0200,5862.196,5862.202,5861.946,5862.202,0.0068
15.10.2024 14:50:00.000 GMT+0200,5862.177,5862.177,5861.919,5862.157,0.0081
15.10.2024 14:51:00.000 GMT+0200,5862.031,5862.504,5862.031,5862.396,0.0162
15.10.2024 14:52:00.000 GMT+0200,5862.510,5862.642,5862.149,5862.629,0.0135
15.10.2024 14:53:00.000 GMT+0200,5862.873,5863.413,5862.629,5863.413,0.0148
15.10.2024 14:54:00.000 GMT+0200,5863.669,5863.669,5863.154,5863.419,0.0094
15.10.2024 14:55:00.000 GMT+0200,5863.663,5863.957,5863.401,5863.926,0.0378
15.10.2024 14:56:00.000 GMT+0200,5863.664,5864.663,5863.664,5864.422,0.0229
15.10.2024 14:57:00.000 GMT+0200,5864.217,5864.499,5864.053,5864.234,0.0189
15.10.2024 14:58:00.000 GMT+0200,5864.259,5864.509,5864.244,5864.491,0.0054
15.10.2024 14:59:00.000 GMT+0200,5864.747,5864.747,5863.973,5863.973,0.0081
15.10.2024 15:00:00.000 GMT+0200,5864.229,5865.037,5863.967,5864.986,0.027
15.10.2024 15:01:00.000 GMT+0200,5864.740,5865.243,5864.010,5864.022,0.0189
15.10.2024 15:02:00.000 GMT+0200,5864.250,5864.287,5863.977,5864.241,0.0203
15.10.2024 15:03:00.000 GMT+0200,5864.503,5864.756,5864.247,5864.756,0.0148
15.10.2024 15:04:00.000 GMT+0200,5865.000,5865.297,5864.121,5864.307,0.0297
15.10.2024 15:05:00.000 GMT+0200,5864.506,5864.747,5864.001,5864.001,0.0189
15.10.2024 15:06:00.000 GMT+0200,5864.257,5865.256,5863.994,5865.256,0.0297
15.10.2024 15:07:00.000 GMT+0200,5865.120,5865.729,5864.721,5865.453,0.0378
15.10.2024 15:08:00.000 GMT+0200,5865.570,5865.940,5865.181,5865.181,0.0176
15.10.2024 15:09:00.000 GMT+0200,5865.070,5865.434,5864.694,5865.434,0.0216
15.10.2024 15:10:00.000 GMT+0200,5865.190,5866.476,5864.941,5866.224,0.0351
15.10.2024 15:11:00.000 GMT+0200,5866.467,5866.547,5865.979,5866.222,0.0189
15.10.2024 15:12:00.000 GMT+0200,5865.960,5866.747,5865.691,5865.716,0.0338
15.10.2024 15:13:00.000 GMT+0200,5865.972,5866.247,5865.449,5865.573,0.0324
15.10.2024 15:14:00.000 GMT+0200,5865.446,5866.212,5865.431,5865.931,0.0662
15.10.2024 15:15:00.000 GMT+0200,5866.247,5866.787,5866.193,5866.486,0.0324
15.10.2024 15:16:00.000 GMT+0200,5866.721,5866.976,5865.734,5866.037,0.0297
15.10.2024 15:17:00.000 GMT+0200,5865.740,5866.037,5865.619,5866.037,0.0135
15.10.2024 15:18:00.000 GMT+0200,5866.233,5866.233,5865.747,5865.977,0.0162
15.10.2024 15:19:00.000 GMT+0200,5865.866,5866.474,5865.734,5866.242,0.0419
15.10.2024 15:20:00.000 GMT+0200,5865.984,5866.537,5865.984,5866.537,0.0217
15.10.2024 15:21:00.000 GMT+0200,5866.739,5866.739,5866.230,5866.492,0.0135
15.10.2024 15:22:00.000 GMT+0200,5866.287,5866.787,5866.002,5866.787,0.0216
15.10.2024 15:23:00.000 GMT+0200,5866.616,5867.232,5866.492,5866.739,0.0148
15.10.2024 15:24:00.000 GMT+0200,5866.859,5866.986,5866.464,5866.722,0.0243
15.10.2024 15:25:00.000 GMT+0200,5866.647,5866.716,5866.002,5866.243,0.0426
15.10.2024 15:26:00.000 GMT+0200,5866.369,5866.730,5866.234,5866.246,0.0229
15.10.2024 15:27:00.000 GMT+0200,5866.486,5866.787,5865.987,5866.490,0.0382
15.10.2024 15:28:00.000 GMT+0200,5866.297,5866.502,5865.253,5865.500,0.0582
15.10.2024 15:29:00.000 GMT+0200,5865.382,5865.491,5863.817,5864.770,0.108
15.10.2024 15:30:00.000 GMT+0200,5864.520,5867.481,5864.260,5864.764,0.7218
15.10.2024 15:31:00.000 GMT+0200,5865.010,5866.130,5864.273,5865.012,0.72
15.10.2024 15:32:00.000 GMT+0200,5865.241,5866.762,5864.516,5865.990,0.49
15.10.2024 15:33:00.000 GMT+0200,5865.747,5866.243,5863.039,5864.042,0.53
15.10.2024 15:34:00.000 GMT+0200,5863.837,5867.282,5863.777,5865.764,0.435
15.10.2024 15:35:00.000 GMT+0200,5866.077,5866.756,5864.520,5866.010,0.555
15.10.2024 15:36:00.000 GMT+0200,5866.133,5867.012,5864.510,5866.130,0.565
15.10.2024 15:37:00.000 GMT+0200,5866.241,5866.737,5865.214,5865.699,0.44
15.10.2024 15:38:00.000 GMT+0200,5865.459,5865.727,5864.046,5864.156,0.545
15.10.2024 15:39:00.000 GMT+0200,5864.017,5864.390,5862.166,5862.893,0.49
15.10.2024 15:40:00.000 GMT+0200,5862.634,5864.326,5862.517,5863.320,0.425
15.10.2024 15:41:00.000 GMT+0200,5863.184,5864.327,5862.804,5863.527,0.26
15.10.2024 15:42:00.000 GMT+0200,5863.223,5864.959,5862.953,5863.007,0.31
15.10.2024 15:43:00.000 GMT+0200,5863.200,5863.456,5862.184,5862.920,0.33
15.10.2024 15:44:00.000 GMT+0200,5862.794,5864.152,5861.913,5862.169,0.215
15.10.2024 15:45:00.000 GMT+0200,5862.394,5863.667,5862.117,5863.347,0.29
15.10.2024 15:46:00.000 GMT+0200,5863.594,5863.600,5861.574,5862.066,0.34
15.10.2024 15:47:00.000 GMT+0200,5861.816,5863.286,5861.563,5862.792,0.365
15.10.2024 15:48:00.000 GMT+0200,5863.020,5864.817,5862.782,5864.567,0.285
15.10.2024 15:49:00.000 GMT+0200,5864.506,5865.613,5863.991,5864.731,0.295
15.10.2024 15:50:00.000 GMT+0200,5864.481,5864.481,5862.237,5862.497,0.345
15.10.2024 15:51:00.000 GMT+0200,5862.759,5865.257,5862.491,5865.202,0.23
15.10.2024 15:52:00.000 GMT+0200,5864.950,5865.267,5864.213,5864.687,0.205
15.10.2024 15:53:00.000 GMT+0200,5864.449,5865.127,5864.194,5864.691,0.235
15.10.2024 15:54:00.000 GMT+0200,5864.944,5865.499,5863.964,5865.499,0.18
15.10.2024 15:55:00.000 GMT+0200,5865.379,5866.537,5865.256,5866.247,0.195
15.10.2024 15:56:00.000 GMT+0200,5866.000,5866.000,5863.069,5863.311,0.345
15.10.2024 15:57:00.000 GMT+0200,5863.076,5863.627,5862.594,5862.856,0.325
15.10.2024 15:58:00.000 GMT+0200,5862.609,5863.109,5861.877,5862.573,0.27
15.10.2024 15:59:00.000 GMT+0200,5862.339,5862.877,5859.341,5860.341,0.425
15.10.2024 16:00:00.000 GMT+0200,5860.581,5862.092,5860.341,5860.657,0.46
15.10.2024 16:01:00.000 GMT+0200,5860.601,5862.353,5860.351,5862.080,0.38
15.10.2024 16:02:00.000 GMT+0200,5862.321,5862.589,5861.581,5862.204,0.33
15.10.2024 16:03:00.000 GMT+0200,5862.324,5863.336,5862.087,5863.147,0.175
15.10.2024 16:04:00.000 GMT+0200,5863.340,5864.592,5863.086,5863.927,0.27
15.10.2024 16:05:00.000 GMT+0200,5863.617,5864.187,5862.192,5862.942,0.275
15.10.2024 16:06:00.000 GMT+0200,5863.177,5863.436,5861.722,5861.946,0.2
15.10.2024 16:07:00.000 GMT+0200,5862.184,5862.443,5861.451,5862.196,0.245
15.10.2024 16:08:00.000 GMT+0200,5862.311,5862.453,5861.211,5861.466,0.26
15.10.2024 16:09:00.000 GMT+0200,5861.719,5861.954,5860.214,5860.464,0.245
15.10.2024 16:10:00.000 GMT+0200,5860.223,5860.476,5858.307,5859.233,0.455
15.10.2024 16:11:00.000 GMT+0200,5859.537,5860.406,5857.983,5860.139,0.485
15.10.2024 16:12:00.000 GMT+0200,5859.883,5859.889,5857.650,5858.396,0.325
15.10.2024 16:13:00.000 GMT+0200,5858.272,5858.687,5855.891,5856.881,0.375
15.10.2024 16:14:00.000 GMT+0200,5856.653,5857.642,5856.144,5857.129,0.29
15.10.2024 16:15:00.000 GMT+0200,5856.873,5858.090,5856.623,5858.090,0.39
15.10.2024 16:16:00.000 GMT+0200,5857.862,5858.322,5857.341,5857.816,0.355
15.10.2024 16:17:00.000 GMT+0200,5857.684,5859.034,5857.543,5858.549,0.31
15.10.2024 16:18:00.000 GMT+0200,5858.293,5858.994,5857.777,5858.753,0.285
15.10.2024 16:19:00.000 GMT+0200,5858.557,5859.977,5858.502,5859.977,0.205
15.10.2024 16:20:00.000 GMT+0200,5859.730,5859.730,5857.517,5857.776,0.33
15.10.2024 16:21:00.000 GMT+0200,5857.514,5859.496,5857.514,5858.807,0.205
